Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Rubik Configuration (product.metafields.craftshift.rubik_configuration),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Características de la ropa deportiva (product.metafields.shopify.activewear-clothing-features),Actividad (product.metafields.shopify.activity),Grupo de edad (product.metafields.shopify.age-group),Características de la ropa (product.metafields.shopify.clothing-features),Color (product.metafields.shopify.color-pattern),Tejido (product.metafields.shopify.fabric),Encaje (product.metafields.shopify.fit),Cuello (product.metafields.shopify.neckline),Tipo de largo de los pantalones (product.metafields.shopify.pants-length-type),Talla (product.metafields.shopify.size),Tipo de longitud de la manga (product.metafields.shopify.sleeve-length-type),Sexo objetivo (product.metafields.shopify.target-gender),Tipo de largo del top (product.metafields.shopify.top-length-type),Altura de cintura (product.metafields.shopify.waist-rise),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
camiseta-sin-manga-crescent-moon-hombre,,,,,,,,,blanco,,,m,,,,,,0.0,shopify,2,deny,manual,29.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_b01a2771-1552-4007-aaea-84840cbcc78c.jpg?v=1778956625,kg,,,
camiseta-sin-manga-crescent-moon-hombre,,,,,,,,,blanco,,,l,,,,,,0.0,shopify,1,deny,manual,29.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_b01a2771-1552-4007-aaea-84840cbcc78c.jpg?v=1778956625,kg,,,
camiseta-sin-manga-crescent-moon-hombre,,,,,,,,,blanco,,,xl,,,,,,0.0,shopify,1,deny,manual,29.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_b01a2771-1552-4007-aaea-84840cbcc78c.jpg?v=1778956625,kg,,,
camiseta-sin-manga-flex-form-f3-neon-hombre,CAMISETA SIN MANGA FLEX FORM F3 NEON HOMBRE,"<p>Camiseta sin manga Flex Form F3 Neon fabricada en tejido de 145 g/m². El logo F3 destaca en la parte delantera con un impacto visual potente, donde detrás del logo aparece solo el contorno, creando un efecto neón que sugiere profundidad y movimiento. La parte trasera presenta el logo Flex Form con el mismo tratamiento, generando una estética única y moderna. Un diseño sin mangas perfecto para entrenamientos intensos con un estilo diferenciador.</p>
<p><img src=""https://cdn.shopify.com/s/files/1/1042/6626/9009/files/Medidas_camiseta_sin_manga_hombre.png?v=1779367718"" alt=""""></p>",Flex Form Fitness,Ropa y accesorios > Prendas de vestir > Ropa deportiva > Tops deportivos > Camisetas sin mangas,"","",true,Color,azul-marino,product.metafields.shopify.color-pattern,Talla,s,product.metafields.shopify.size,,,,,0.0,shopify,3,deny,manual,29.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_9c4f0ae4-d0cc-42c1-bc09-ca6382bdcc27.jpg?v=1778849935,1,"",false,,,,,,,,,,,,,,,,,universal-1,adultos,,azul-marino; gris,algodon,,cuello-redondo,,s; m; l; xl,sin-mangas-2,masculino,largo,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_9c4f0ae4-d0cc-42c1-bc09-ca6382bdcc27.jpg?v=1778849935,kg,,,active
camiseta-sin-manga-flex-form-f3-neon-hombre,,,,,,,,,azul-marino,,,m,,,,,,0.0,shopify,2,deny,manual,29.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK2_f3091c8e-25af-4b5f-a8bd-18a1e7e89424.jpg?v=1778849954,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_9c4f0ae4-d0cc-42c1-bc09-ca6382bdcc27.jpg?v=1778849935,kg,,,
camiseta-sin-manga-flex-form-f3-neon-hombre,,,,,,,,,azul-marino,,,l,,,,,,0.0,shopify,2,deny,manual,29.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK2_8cb10f03-10a5-47e7-b91d-daf92f507fe1.jpg?v=1778849935,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_9c4f0ae4-d0cc-42c1-bc09-ca6382bdcc27.jpg?v=1778849935,kg,,,
camiseta-sin-manga-flex-form-f3-neon-hombre,,,,,,,,,azul-marino,,,xl,,,,,,0.0,shopify,1,deny,manual,29.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_c6f089c2-9faf-4c09-942c-f8e42a1d7bac.jpg?v=1778849954,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_9c4f0ae4-d0cc-42c1-bc09-ca6382bdcc27.jpg?v=1778849935,kg,,,
camiseta-sin-manga-flex-form-f3-neon-hombre,,,,,,,,,gris,,,s,,,,,,0.0,shopify,3,deny,manual,29.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK4_99286be7-0708-49fd-9b30-5f885e6d7454.jpg?v=1778849955,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK2_f3091c8e-25af-4b5f-a8bd-18a1e7e89424.jpg?v=1778849954,kg,,,
camiseta-sin-manga-flex-form-f3-neon-hombre,,,,,,,,,gris,,,m,,,,,,0.0,shopify,3,deny,manual,29.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK3_fbc25b9d-5324-4a7d-8e05-3cc883105083.jpg?v=1778849955,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK2_f3091c8e-25af-4b5f-a8bd-18a1e7e89424.jpg?v=1778849954,kg,,,
camiseta-sin-manga-flex-form-f3-neon-hombre,,,,,,,,,gris,,,l,,,,,,0.0,shopify,2,deny,manual,29.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK5_0525b45f-cb55-46ee-a441-3bfd6e8c4a98.jpg?v=1778849954,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK2_f3091c8e-25af-4b5f-a8bd-18a1e7e89424.jpg?v=1778849954,kg,,,
camiseta-sin-manga-flex-form-f3-neon-hombre,,,,,,,,,gris,,,xl,,,,,,0.0,shopify,1,deny,manual,29.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK6_e855c49e-71d0-4604-9ca6-40be4612284f.jpg?v=1778849954,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK2_f3091c8e-25af-4b5f-a8bd-18a1e7e89424.jpg?v=1778849954,kg,,,
tirante-deadlift-hombre,TIRANTE DEADLIFT HOMBRE,"<p>Camiseta tirante de 140 g/m² diseñada para quienes dominan el peso muerto. El frente presenta el logo F3 en grande, flanqueado por ""Deadlift to"" en la parte superior y ""Stay alive and strong"" debajo, con una barra cargada estampada encima del F3. La espalda luce ""Flex Form Fitness"" a lo largo de la espalda con el logo circular F3 en pequeño. Un diseño que no pasa desapercibido: directo, potente y sin concesiones. Es para quien entiende que el deadlift es más que un ejercicio.</p>
<p><img src=""https://cdn.shopify.com/s/files/1/1042/6626/9009/files/Medidas_camiseta_tirante_hombre.png?v=1779367718"" alt=""""></p>",Flex Form Fitness,Ropa y accesorios > Prendas de vestir > Ropa deportiva > Tops deportivos > Camisetas sin mangas,"","",true,Color,gris,product.metafields.shopify.color-pattern,Talla,s,product.metafields.shopify.size,,,,,0.0,shopify,3,deny,manual,29.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_49d9cf60-b14c-4898-bf7c-d93ae81699e9.jpg?v=1778849276,1,"",false,,,,,,,,,,,,,,,,,,adultos,,gris; negro,algodon,,cuello-redondo,,s; m; l; xl,sin-mangas-1,masculino,largo,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_6465da72-5988-47ce-9374-96cf201fd869.jpg?v=1778849287,kg,,,active
tirante-deadlift-hombre,,,,,,,,,gris,,,m,,,,,,0.0,shopify,2,deny,manual,29.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_6465da72-5988-47ce-9374-96cf201fd869.jpg?v=1778849287,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_6465da72-5988-47ce-9374-96cf201fd869.jpg?v=1778849287,kg,,,
tirante-deadlift-hombre,,,,,,,,,gris,,,l,,,,,,0.0,shopify,2,deny,manual,29.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK3_3b149bae-8bf3-4327-8f4e-bff26bc23d6a.jpg?v=1778849276,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_6465da72-5988-47ce-9374-96cf201fd869.jpg?v=1778849287,kg,,,
tirante-deadlift-hombre,,,,,,,,,gris,,,xl,,,,,,0.0,shopify,1,deny,manual,40.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK2_d6b99041-6981-4517-83c7-a34a74405b03.jpg?v=1778849287,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_6465da72-5988-47ce-9374-96cf201fd869.jpg?v=1778849287,kg,,,
tirante-deadlift-hombre,,,,,,,,,negro,,,s,,,,,,0.0,shopify,3,deny,manual,29.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK2_d76d4f1d-ab1f-4cef-9ac3-cbf9a0c3b8e3.jpg?v=1778849276,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_49d9cf60-b14c-4898-bf7c-d93ae81699e9.jpg?v=1778849276,kg,,,
tirante-deadlift-hombre,,,,,,,,,negro,,,m,,,,,,0.0,shopify,3,deny,manual,29.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_49d9cf60-b14c-4898-bf7c-d93ae81699e9.jpg?v=1778849276,kg,,,
tirante-deadlift-hombre,,,,,,,,,negro,,,l,,,,,,0.0,shopify,2,deny,manual,29.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_49d9cf60-b14c-4898-bf7c-d93ae81699e9.jpg?v=1778849276,kg,,,
tirante-deadlift-hombre,,,,,,,,,negro,,,xl,,,,,,0.0,shopify,2,deny,manual,40.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_49d9cf60-b14c-4898-bf7c-d93ae81699e9.jpg?v=1778849276,kg,,,
tirante-navel-of-the-world-hombre,TIRANTE NAVEL OF THE WORLD HOMBRE,"<p>Camiseta de tirante Navel of the World, confeccionada en tejido de 140 g/m². Diseño frontal con estampado Flex Form Fitness y logo circular F3, complementado por texto dispuesto en forma circular alrededor del motivo principal. En la espalda, pequeño estampado con logo F3 y Flex Form Fitness cerca del cuello. Prenda con un estilo minimalista.</p>
<p><img src=""https://cdn.shopify.com/s/files/1/1042/6626/9009/files/Medidas_camiseta_tirante_hombre.png?v=1779367718"" alt=""""></p>",Flex Form Fitness,Ropa y accesorios > Prendas de vestir > Ropa deportiva > Tops deportivos > Camisetas sin mangas,"","",true,Color,blanco,product.metafields.shopify.color-pattern,Talla,s,product.metafields.shopify.size,,,,,0.0,shopify,3,deny,manual,29.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_b41213a5-af85-4c50-b6ae-89ac4c9be339.jpg?v=1778848993,1,"",false,,,,,,,,,,,,,,,,,universal,adultos,,blanco; gris,algodon,,cuello-redondo,,s; m; l; xl,sin-mangas,masculino,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_b41213a5-af85-4c50-b6ae-89ac4c9be339.jpg?v=1778848993,kg,,,active
tirante-navel-of-the-world-hombre,,,,,,,,,blanco,,,m,,,,,,0.0,shopify,2,deny,manual,29.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK2_7d430803-c54d-4d1b-bfec-b783d9a939e6.jpg?v=1778849007,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_b41213a5-af85-4c50-b6ae-89ac4c9be339.jpg?v=1778848993,kg,,,
tirante-navel-of-the-world-hombre,,,,,,,,,blanco,,,l,,,,,,0.0,shopify,2,deny,manual,29.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_ea24ef1a-a1de-40dd-bc60-d4554e10ba1a.jpg?v=1778849007,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_b41213a5-af85-4c50-b6ae-89ac4c9be339.jpg?v=1778848993,kg,,,
tirante-navel-of-the-world-hombre,,,,,,,,,blanco,,,xl,,,,,,0.0,shopify,1,deny,manual,29.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK2_851663e4-9a23-4edd-a5c8-13e986b98f8d.jpg?v=1778848993,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_b41213a5-af85-4c50-b6ae-89ac4c9be339.jpg?v=1778848993,kg,,,
tirante-navel-of-the-world-hombre,,,,,,,,,gris,,,s,,,,,,0.0,shopify,3,deny,manual,29.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK3_53bae5e1-0d4d-4140-a7a1-246008ca68b5.jpg?v=1778849007,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK2_7d430803-c54d-4d1b-bfec-b783d9a939e6.jpg?v=1778849007,kg,,,
tirante-navel-of-the-world-hombre,,,,,,,,,gris,,,m,,,,,,0.0,shopify,2,deny,manual,29.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK3_343fbcbf-337d-49d1-bf1c-1334df85a100.jpg?v=1778848993,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK2_7d430803-c54d-4d1b-bfec-b783d9a939e6.jpg?v=1778849007,kg,,,
tirante-navel-of-the-world-hombre,,,,,,,,,gris,,,l,,,,,,0.0,shopify,2,deny,manual,29.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK2_7d430803-c54d-4d1b-bfec-b783d9a939e6.jpg?v=1778849007,kg,,,
tirante-navel-of-the-world-hombre,,,,,,,,,gris,,,xl,,,,,,0.0,shopify,1,deny,manual,29.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK2_7d430803-c54d-4d1b-bfec-b783d9a939e6.jpg?v=1778849007,kg,,,
tirante-force-hombre,TIRANTE FORCE HOMBRE,"<p>Camiseta de tirante Force confeccionada en tejido de 140 g/m². En la parte delantera luce el logo de Flex Form Fitness en grande, acompañado del emblema F3 debajo, creando una identidad visual potente. La espalda presenta un diseño gráfico único: un sable estilizado cuyo mango se fusiona con la estrella del logo F3, mientras que en la peinilla se lee ""Flex Form"" y la palabra ""Force"" aparece en vertical junto al estampado.</p>
<p><img src=""https://cdn.shopify.com/s/files/1/1042/6626/9009/files/Medidas_camiseta_tirante_hombre.png?v=1779367718"" alt=""""></p>",Flex Form Fitness,Ropa y accesorios > Prendas de vestir > Ropa deportiva > Tops deportivos,"","",true,Color,negro,product.metafields.shopify.color-pattern,Talla,s,product.metafields.shopify.size,,,,,0.0,shopify,2,deny,manual,29.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK4_ee8501ef-357e-49fa-b64d-ea5ccb9a04ab.jpg?v=1778848098,1,"",false,,,,,,,,,,,,,,,,,,adultos,,negro; rojo,algodon,,cuello-redondo; redondo,,s; m; l; xl,sin-mangas-4,masculino,largo,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK4_ee8501ef-357e-49fa-b64d-ea5ccb9a04ab.jpg?v=1778848098,kg,,,active
tirante-force-hombre,,,,,,,,,negro,,,m,,,,,,0.0,shopify,3,deny,manual,29.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_356d05d4-9ada-4892-8f52-5e1d895b5409.jpg?v=1778848067,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK4_ee8501ef-357e-49fa-b64d-ea5ccb9a04ab.jpg?v=1778848098,kg,,,
tirante-force-hombre,,,,,,,,,negro,,,l,,,,,,0.0,shopify,2,deny,manual,29.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK2_6b964ce0-f506-48bb-9950-180d5813343e.jpg?v=1778848097,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK4_ee8501ef-357e-49fa-b64d-ea5ccb9a04ab.jpg?v=1778848098,kg,,,
tirante-force-hombre,,,,,,,,,negro,,,xl,,,,,,0.0,shopify,1,deny,manual,29.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK2_9a24312e-f10f-4474-8259-30cbd7489ec0.jpg?v=1778848067,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK4_ee8501ef-357e-49fa-b64d-ea5ccb9a04ab.jpg?v=1778848098,kg,,,
tirante-force-hombre,,,,,,,,,rojo,,,s,,,,,,0.0,shopify,2,deny,manual,29.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_b077db83-c7b8-4bf8-bb02-99c6afc95f80.jpg?v=1778848097,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_356d05d4-9ada-4892-8f52-5e1d895b5409.jpg?v=1778848067,kg,,,
tirante-force-hombre,,,,,,,,,rojo,,,m,,,,,,0.0,shopify,3,deny,manual,29.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK3_bc8e5afc-4076-40f3-a06c-272701e37c62.jpg?v=1778848100,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_356d05d4-9ada-4892-8f52-5e1d895b5409.jpg?v=1778848067,kg,,,
tirante-force-hombre,,,,,,,,,rojo,,,l,,,,,,0.0,shopify,1,deny,manual,29.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_356d05d4-9ada-4892-8f52-5e1d895b5409.jpg?v=1778848067,kg,,,
tirante-force-hombre,,,,,,,,,rojo,,,xl,,,,,,0.0,shopify,1,deny,manual,29.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_356d05d4-9ada-4892-8f52-5e1d895b5409.jpg?v=1778848067,kg,,,
camiseta-regular-strength-in-flexibility-hombre,CAMISETA FIT STRENGTH IN FLEXIBILITY HOMBRE,"<p>Camiseta fit raglan STRENGTH IN FLEXIBILITY, confeccionada en tejido de 140 g/m². Detalles de diseño: cuerpo frontal y trasero en negro, mangas en rojo vibrante con cuello y puños en negro. Estampado del logo Flex Form en el pecho y gran logo F3 en la espalda acompañado del mensaje ""There is strength in flexibility"", reflejando la filosofía de la marca. Perfecta para entrenamientos, uso casual o cualquier momento donde quieras expresar tu compromiso con la flexibilidad y la fortaleza.</p>
<p><img src=""https://cdn.shopify.com/s/files/1/1042/6626/9009/files/Medidas_camiseta_fit_hombre.png?v=1779367718"" alt=""""></p>",Flex Form Fitness,Ropa y accesorios > Prendas de vestir > Ropa deportiva > Tops deportivos > Camisetas de manga corta,"","",true,Color,negro,product.metafields.shopify.color-pattern,Talla,s,product.metafields.shopify.size,,,,,0.0,shopify,2,deny,manual,30.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_0534ea68-76c0-4c39-b621-752e091631f8.jpg?v=1778847883,1,"",false,,,,,,,,,,,,,,,,,universal-1,adultos,,negro; gris,algodon,,cuello-redondo,,s; m; l; xl,corto,unisex; masculino,medio,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_0534ea68-76c0-4c39-b621-752e091631f8.jpg?v=1778847883,kg,,,active
camiseta-regular-strength-in-flexibility-hombre,,,,,,,,,negro,,,m,,,,,,0.0,shopify,2,deny,manual,30.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK2_2.jpg?v=1778847882,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_0534ea68-76c0-4c39-b621-752e091631f8.jpg?v=1778847883,kg,,,
camiseta-regular-strength-in-flexibility-hombre,,,,,,,,,negro,,,l,,,,,,0.0,shopify,1,deny,manual,30.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK3_b14ce4c7-375e-4fa0-a664-32d84c43e0c2.jpg?v=1778847881,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_0534ea68-76c0-4c39-b621-752e091631f8.jpg?v=1778847883,kg,,,
camiseta-regular-strength-in-flexibility-hombre,,,,,,,,,negro,,,xl,,,,,,0.0,shopify,1,deny,manual,30.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK2_e14c2a20-f9e8-4a16-9b86-4feeacc880a2.jpg?v=1778847881,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_0534ea68-76c0-4c39-b621-752e091631f8.jpg?v=1778847883,kg,,,
camiseta-regular-strength-in-flexibility-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK4_9c129936-56f5-4013-935e-c6838e4a94af.jpg?v=1778847882,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
camiseta-regular-ultra-built-under-pressure-hombre,CAMISETA CLÁSICA ULTRA BUILT UNDER PRESSURE HOMBRE,"<p>Camiseta clásica de 220 g/m² que rompe lo convencional. El frente presenta ""Flex Form Fitness"" en tipografía alargada que atraviesa todo el pecho, de hombro a hombro. La espalda es donde reside su verdadera identidad: F3 monumental cubriendo el hombro derecho, mientras ""Built Under Pressure"" corre en vertical desde la base hasta entrelazarse con la F y el 3. Un diseño agresivo y poco común que no busca comodidad pasiva, sino transmitir temple y actitud. Para quien rechaza lo ordinario y viste su mentalidad de combate.</p>
<p><img src=""https://cdn.shopify.com/s/files/1/1042/6626/9009/files/Medidas_camiseta_clasica_hombre.png?v=1779367718"" alt=""""></p>",Flex Form Fitness,Ropa y accesorios > Prendas de vestir > Ropa deportiva > Tops deportivos > Camisetas de manga corta,"","",true,Color,negro,product.metafields.shopify.color-pattern,Talla,s,product.metafields.shopify.size,,,,,0.0,shopify,2,deny,manual,30.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_f6d33d30-0349-4c3a-84a2-4bf247b8cdd2.jpg?v=1778847225,1,"",false,,,,,,,,,,,,,,,,,,adultos,,negro; gris,algodon,,cuello-redondo,,s; m; l; xl,corto,masculino,medio,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_f6d33d30-0349-4c3a-84a2-4bf247b8cdd2.jpg?v=1778847225,kg,,,active
camiseta-regular-ultra-built-under-pressure-hombre,,,,,,,,,negro,,,m,,,,,,0.0,shopify,2,deny,manual,30.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_e6494592-2a17-4770-b88e-0b9aae5fc7a6.jpg?v=1778847266,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_f6d33d30-0349-4c3a-84a2-4bf247b8cdd2.jpg?v=1778847225,kg,,,
camiseta-regular-ultra-built-under-pressure-hombre,,,,,,,,,negro,,,l,,,,,,0.0,shopify,1,deny,manual,30.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK2_6c612b42-9eee-4d16-b3df-ffba166abcbc.jpg?v=1778847225,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_f6d33d30-0349-4c3a-84a2-4bf247b8cdd2.jpg?v=1778847225,kg,,,
camiseta-regular-ultra-built-under-pressure-hombre,,,,,,,,,negro,,,xl,,,,,,0.0,shopify,1,deny,manual,30.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK2_bea1bf1c-75f5-4ae5-8812-404582bde3b2.jpg?v=1778847266,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_f6d33d30-0349-4c3a-84a2-4bf247b8cdd2.jpg?v=1778847225,kg,,,
camiseta-regular-ultra-built-under-pressure-hombre,,,,,,,,,gris,,,s,,,,,,0.0,shopify,2,deny,manual,30.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_e6494592-2a17-4770-b88e-0b9aae5fc7a6.jpg?v=1778847266,kg,,,
